epoch,train_loss,val_mse,val_mpjpe,val_pa_mpjpe,best_mpjpe,lr,params,modalities
44,0.001954217659193091,NA,NA,NA,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
45,0.0019282669302774593,0.0027921992022981296,0.08194192119824469,0.037906709170051525,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
46,0.0019224741524085402,NA,NA,NA,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
47,0.0019135634403210132,NA,NA,NA,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
48,0.0018810716663720086,NA,NA,NA,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
49,0.0019232370378449559,NA,NA,NA,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
50,0.0018786718910560013,0.0028052381555382444,0.08223547255614554,0.0369359803377654,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
51,0.0018737348411232233,NA,NA,NA,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
52,0.0018573742486769334,NA,NA,NA,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
53,0.0018565481437835842,NA,NA,NA,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
54,0.0018395373076200486,NA,NA,NA,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
55,0.0018794120425591246,0.002871628599273895,0.08292233221477248,0.037092704592012665,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
56,0.0017979358311276882,NA,NA,NA,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
57,0.0018458375848131254,NA,NA,NA,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
58,0.0018143458472331985,NA,NA,NA,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
59,0.0017649906524457037,NA,NA,NA,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
60,0.0017580628821160643,0.0028056198795057656,0.0821333421660653,0.03782363659089685,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
61,0.0017732342489762232,NA,NA,NA,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
62,0.0017755657287780195,NA,NA,NA,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
63,0.001809780607232824,NA,NA,NA,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
64,0.001789823261089623,NA,NA,NA,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
65,0.001737092546769418,0.0029746158936861515,0.08472978161883214,0.03630980807088601,0.08119604125635659,0.0001,8895208,vk+depth+lidar+mmwave+wifi-csi
