epoch,train_loss,val_hpe_mpjpe,val_hpe_pa_mpjpe,val_har_acc,val_har_macro_f1,best_hpe_mpjpe,best_har_acc,best_joint_score,lr,params
24,0.07937142908573151,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
25,0.07346294074133039,0.06871127676855657,0.0339899352257747,0.9019983788502307,0.9013478951254442,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
26,0.08222746754810215,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
27,0.08104097152501345,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
28,0.07717004243284464,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
29,0.07570271682739257,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
30,0.07406147257983685,0.07113437753712867,0.033378096701316515,0.9001589973812196,0.8987504115757181,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
31,0.0719348806515336,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
32,0.07284064602851868,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
33,0.07176982212811708,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
34,0.07206107675284147,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
35,0.06875752215646207,0.0622859513293011,0.032789438376569134,0.8923650081057488,0.89232595331051,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
36,0.07300910488143564,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
37,0.06788855936191976,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
38,0.07179873447492718,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
39,0.06875804859772325,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
40,0.06713631638512016,0.06985075594022293,0.03251405322311423,0.902964833520389,0.9027125897680023,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
41,0.06517345159687102,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
42,0.06473183633573354,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
43,0.06622422397881746,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
44,0.06727230658568442,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
45,0.06639763323776424,0.062145015195314984,0.03177239662990938,0.8952020202020202,0.8940677085909078,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
46,0.06448337163217366,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
47,0.06752727251499892,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
48,0.06675675215572119,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
49,0.05867731050774455,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
50,0.06409473084285855,0.0633682706914187,0.03261664210833609,0.8923650081057488,0.8927146917469008,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
51,0.06217722097598016,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
52,0.061802051039412616,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
53,0.061478038558736445,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
54,0.06042089785821736,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
55,0.06490322581492364,0.06429170972856593,0.03147964433541079,0.8992704826038159,0.8985559798883602,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
56,0.061167136613279584,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
57,0.0642953571844846,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
58,0.05608803262747824,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
59,0.061560254784300925,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
60,0.060593751456588504,0.06671790630071296,0.031522403547384246,0.9004863449307894,0.90058178683822,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
61,0.058163152376189825,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
62,0.06142893395759165,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
63,0.05434542331285775,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
64,0.055213416386395694,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
65,0.06138500499539077,0.059870809705934704,0.03126681581456379,0.8986469634617783,0.8974435619239644,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
66,0.057510905699804424,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
67,0.05848751514405012,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
68,0.05888511935062706,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
69,0.05766480880230665,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
70,0.06062107746489346,0.07040455548318265,0.032361213180945265,0.90298042149894,0.903026851180356,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
71,0.05709952718578279,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
72,0.05510923517309129,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
73,0.06010243442282081,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
74,0.05528040964342654,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
75,0.056860480198636654,0.06404434973082498,0.03166623613665783,0.8844930789375234,0.8845977441697557,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
76,0.055989267474040386,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
77,0.058007638592272995,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
78,0.058092111375182866,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
79,0.05475210527703166,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.159606637717713,0.0001,11774160
80,0.05617718410305679,0.059783601438646854,0.03115827201963691,0.9053653822172341,0.9054271452495264,0.05797910291763341,0.9070956478363886,0.1544182192214128,0.0001,11774160
81,0.05122419075295329,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.1544182192214128,0.0001,11774160
82,0.04895335899107158,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.1544182192214128,0.0001,11774160
83,0.05520502807758749,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.1544182192214128,0.0001,11774160
84,0.0558106091003865,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.1544182192214128,0.0001,11774160
85,0.05633926680497825,0.07080143477620442,0.03134135004427015,0.8947811447811448,0.8943549839299054,0.05797910291763341,0.9070956478363886,0.1544182192214128,0.0001,11774160
86,0.05343232480436563,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.1544182192214128,0.0001,11774160
87,0.052603001041337846,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.1544182192214128,0.0001,11774160
88,0.05346827534399927,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.1544182192214128,0.0001,11774160
89,0.05078528468683362,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.1544182192214128,0.0001,11774160
90,0.053641494659706954,0.07409646786254144,0.031378463954128535,0.8887485970819304,0.8877962594619816,0.05797910291763341,0.9070956478363886,0.1544182192214128,0.0001,11774160
91,0.054817882779985665,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.1544182192214128,0.0001,11774160
92,0.050061657583341,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.1544182192214128,0.0001,11774160
93,0.05747911800071597,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.1544182192214128,0.0001,11774160
94,0.050021991584450004,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.1544182192214128,0.0001,11774160
95,0.05369707330316305,0.07095177460720614,0.031151987150215197,0.8993016585609178,0.8989634364943745,0.05797910291763341,0.9070956478363886,0.1544182192214128,0.0001,11774160
96,0.052616743771359324,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.1544182192214128,0.0001,11774160
97,0.05350684203952551,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.1544182192214128,0.0001,11774160
98,0.05435085376724601,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.1544182192214128,0.0001,11774160
99,0.051612763069570064,NA,NA,NA,NA,0.05797910291763341,0.9070956478363886,0.1544182192214128,0.0001,11774160
100,0.05060844205133617,0.0679941626159029,0.030786544584858112,0.8916791370495074,0.8914707325734826,0.05797910291763341,0.9070956478363886,0.1544182192214128,0.0001,11774160
