task,modality_set,vk_condition,perturbation_type,severity,metric_name,metric_value,clean_metric,delta_metric,relative_drop,num_batches,num_samples,generated_replaced,generated_missing,checkpoint,macro_f1,clean_macro_f1,weight_vk,clean_weight_vk,delta_weight_vk,weight_depth,clean_weight_depth,delta_weight_depth,dominant_modality
HAR,vk+depth,clean_vk,none,0.0,Accuracy,0.961875,0.961875,0.0,0.0,100,1600,0,0,/apps/users/icps_intelligence/data/lyg/X-Fi/MMFi_HAR/outputs/student_vk_missing/best.pth,0.34427661297805656,0.34427661297805656,0.4717609569430351,0.4717609569430351,0.0,0.528239040672779,0.528239040672779,0.0,depth
HAR,vk+depth,vk_noise_0.3,gaussian_scaled_by_batch_std,0.3,Accuracy,0.928125,0.961875,-0.03375000000000006,0.035087719298245675,100,1600,0,0,/apps/users/icps_intelligence/data/lyg/X-Fi/MMFi_HAR/outputs/student_vk_missing/best.pth,0.3175141032063343,0.34427661297805656,0.4802707079052925,0.4717609569430351,0.008509750962257423,0.519729292690754,0.528239040672779,-0.008509747982025084,depth
HAR,vk+depth,vk_noise_0.6,gaussian_scaled_by_batch_std,0.6,Accuracy,0.900625,0.961875,-0.06125000000000003,0.06367771280051984,100,1600,0,0,/apps/users/icps_intelligence/data/lyg/X-Fi/MMFi_HAR/outputs/student_vk_missing/best.pth,0.3287508007235035,0.34427661297805656,0.4795705568790436,0.4717609569430351,0.007809599936008493,0.5204294461011887,0.528239040672779,-0.007809594571590361,depth
HAR,vk+depth,vk_joint_shuffle,joint_identity_shuffle,1.0,Accuracy,0.84125,0.961875,-0.12062499999999998,0.12540610786224818,100,1600,0,0,/apps/users/icps_intelligence/data/lyg/X-Fi/MMFi_HAR/outputs/student_vk_missing/best.pth,0.42078046849779444,0.34427661297805656,0.46434014678001406,0.4717609569430351,-0.007420810163021041,0.535659846663475,0.528239040672779,0.0074208059906959445,depth
HAR,vk+depth,vk_sample_mismatch,batch_sample_roll_mismatch,1.0,Accuracy,0.96125,0.961875,-0.0006249999999999867,0.0006497725795971271,100,1600,0,0,/apps/users/icps_intelligence/data/lyg/X-Fi/MMFi_HAR/outputs/student_vk_missing/best.pth,0.3246256537811132,0.34427661297805656,0.4728031226992607,0.4717609569430351,0.0010421657562256215,0.5271968802809716,0.528239040672779,-0.0010421603918074895,depth
HAR,vk+depth,generated_vk,replace_with_generated_vk_root,1.0,Accuracy,0.955625,0.961875,-0.006250000000000089,0.0064977257959715025,100,1600,321,1279,/apps/users/icps_intelligence/data/lyg/X-Fi/MMFi_HAR/outputs/student_vk_missing/best.pth,0.34295876385094254,0.34427661297805656,0.46561958253383634,0.4717609569430351,-0.006141374409198763,0.5343804168701172,0.528239040672779,0.006141376197338122,depth
HAR,vk+mmwave,clean_vk,none,0.0,Accuracy,0.933125,0.933125,0.0,0.0,100,1600,0,0,/apps/users/icps_intelligence/data/lyg/X-Fi/MMFi_HAR/outputs/student_vk_missing/best.pth,0.35823577915942934,0.35823577915942934,0.41415012523531913,0.41415012523531913,0.0,0.5858498719334603,0.5858498719334603,0.0,mmwave
HAR,vk+mmwave,vk_noise_0.3,gaussian_scaled_by_batch_std,0.3,Accuracy,0.890625,0.933125,-0.04249999999999998,0.045545880776959126,100,1600,0,0,/apps/users/icps_intelligence/data/lyg/X-Fi/MMFi_HAR/outputs/student_vk_missing/best.pth,0.2506716690527549,0.35823577915942934,0.37857759699225424,0.41415012523531913,-0.035572528243064894,0.6214224007725716,0.5858498719334603,0.03557252883911133,mmwave
HAR,vk+mmwave,vk_noise_0.6,gaussian_scaled_by_batch_std,0.6,Accuracy,0.811875,0.933125,-0.12124999999999997,0.12993971868720694,100,1600,0,0,/apps/users/icps_intelligence/data/lyg/X-Fi/MMFi_HAR/outputs/student_vk_missing/best.pth,0.21676056886365472,0.35823577915942934,0.3950090294331312,0.41415012523531913,-0.019141095802187924,0.6049909710884094,0.5858498719334603,0.019141099154949104,mmwave
HAR,vk+mmwave,vk_joint_shuffle,joint_identity_shuffle,1.0,Accuracy,0.609375,0.933125,-0.32375,0.34695244474212994,100,1600,0,0,/apps/users/icps_intelligence/data/lyg/X-Fi/MMFi_HAR/outputs/student_vk_missing/best.pth,0.28356279637169424,0.35823577915942934,0.4971657632291317,0.41415012523531913,0.08301563799381256,0.5028342398349196,0.5858498719334603,-0.08301563209854068,mmwave
HAR,vk+mmwave,vk_sample_mismatch,batch_sample_roll_mismatch,1.0,Accuracy,0.935625,0.933125,0.0025000000000000577,-0.002679169457468247,100,1600,0,0,/apps/users/icps_intelligence/data/lyg/X-Fi/MMFi_HAR/outputs/student_vk_missing/best.pth,0.3589423614293462,0.35823577915942934,0.4151531383395195,0.41415012523531913,0.0010030131042003676,0.5848468637466431,0.5858498719334603,-0.0010030081868172003,mmwave
HAR,vk+mmwave,generated_vk,replace_with_generated_vk_root,1.0,Accuracy,0.923125,0.933125,-0.010000000000000009,0.01071667782987275,100,1600,321,1279,/apps/users/icps_intelligence/data/lyg/X-Fi/MMFi_HAR/outputs/student_vk_missing/best.pth,0.31485093620008453,0.35823577915942934,0.4080630569159985,0.41415012523531913,-0.006087068319320654,0.5919369408488273,0.5858498719334603,0.006087068915367033,mmwave
HAR,vk+depth+mmwave,clean_vk,none,0.0,Accuracy,0.9975,0.9975,0.0,0.0,100,1600,0,0,/apps/users/icps_intelligence/data/lyg/X-Fi/MMFi_HAR/outputs/student_vk_missing/best.pth,0.7486149920013748,0.7486149920013748,0.3171679773926735,0.3171679773926735,0.0,0.33055553048849107,0.33055553048849107,0.0,0.35227652579545976,0.35227652579545976,0.0,mmwave
HAR,vk+depth+mmwave,vk_noise_0.3,gaussian_scaled_by_batch_std,0.3,Accuracy,0.996875,0.9975,-0.0006250000000000977,0.0006265664160401981,100,1600,0,0,/apps/users/icps_intelligence/data/lyg/X-Fi/MMFi_HAR/outputs/student_vk_missing/best.pth,0.6647694210927189,0.7486149920013748,0.31790401428937914,0.3171679773926735,0.0007360368967056496,0.3277671504020691,0.33055553048849107,-0.00278838008642196,0.3543288731575012,0.35227652579545976,0.0020523473620414623,mmwave
HAR,vk+depth+mmwave,vk_noise_0.6,gaussian_scaled_by_batch_std,0.6,Accuracy,0.994375,0.9975,-0.0031250000000000444,0.0031328320802005457,100,1600,0,0,/apps/users/icps_intelligence/data/lyg/X-Fi/MMFi_HAR/outputs/student_vk_missing/best.pth,0.5432853896671346,0.7486149920013748,0.3192328467965126,0.3171679773926735,0.002064869403839098,0.3275284127891064,0.33055553048849107,-0.003027117699384685,0.35323877543210985,0.35227652579545976,0.0009622496366500921,mmwave
HAR,vk+depth+mmwave,vk_joint_shuffle,joint_identity_shuffle,1.0,Accuracy,0.98625,0.9975,-0.011250000000000093,0.011278195488721898,100,1600,0,0,/apps/users/icps_intelligence/data/lyg/X-Fi/MMFi_HAR/outputs/student_vk_missing/best.pth,0.6608002965869266,0.7486149920013748,0.31297358304262163,0.3171679773926735,-0.0041943943500518666,0.32978217244148256,0.33055553048849107,-0.00077335804700851,0.3572442847490311,0.35227652579545976,0.004967758953571322,mmwave
HAR,vk+depth+mmwave,vk_sample_mismatch,batch_sample_roll_mismatch,1.0,Accuracy,0.996875,0.9975,-0.0006250000000000977,0.0006265664160401981,100,1600,0,0,/apps/users/icps_intelligence/data/lyg/X-Fi/MMFi_HAR/outputs/student_vk_missing/best.pth,0.598722789827343,0.7486149920013748,0.31701172173023223,0.3171679773926735,-0.00015625566244126254,0.3300927594304085,0.33055553048849107,-0.00046277105808256724,0.35289555072784423,0.35227652579545976,0.000619024932384471,mmwave
HAR,vk+depth+mmwave,generated_vk,replace_with_generated_vk_root,1.0,Accuracy,0.996875,0.9975,-0.0006250000000000977,0.0006265664160401981,100,1600,321,1279,/apps/users/icps_intelligence/data/lyg/X-Fi/MMFi_HAR/outputs/student_vk_missing/best.pth,0.6652475442526034,0.7486149920013748,0.3156507486104965,0.3171679773926735,-0.0015172287821769714,0.33105008959770205,0.33055553048849107,0.0004945591092109791,0.3532991969585419,0.35227652579545976,0.001022671163082134,mmwave
HAR,vk+depth+lidar+mmwave,clean_vk,none,0.0,Accuracy,0.996875,0.996875,0.0,0.0,100,1600,0,0,/apps/users/icps_intelligence/data/lyg/X-Fi/MMFi_HAR/outputs/student_vk_missing/best.pth,0.7478670266184076,0.7478670266184076,0.23792683437466622,0.23792683437466622,0.0,0.24946324691176414,0.24946324691176414,0.0,0.24410226732492446,0.24410226732492446,0.0,0.26850765153765677,0.26850765153765677,0.0,mmwave
