bbox_diag_max,bbox_diag_mean,bbox_diag_median,bbox_diag_min,bbox_diag_std,checked_samples,compared_samples,mae_max,mae_mean,mae_median,mae_min,mae_std,manifest_samples,max_joint_error_max,max_joint_error_mean,max_joint_error_median,max_joint_error_min,max_joint_error_std,mean_joint_error_max,mean_joint_error_mean,mean_joint_error_median,mean_joint_error_min,mean_joint_error_std,missing_mmwave_vk,missing_rgb_vk,mse_max,mse_mean,mse_median,mse_min,mse_std,nme_max,nme_mean,nme_median,nme_min,nme_std,pck05_max,pck05_mean,pck05_median,pck05_min,pck05_std,pck10_max,pck10_mean,pck10_median,pck10_min,pck10_std,protocol
461.186127,337.136671,334.920685,164.519424,35.874701,5000,5000,70.813744,18.916990,16.762424,5.179854,9.357754,54010,277.281860,88.308391,74.622467,21.243193,45.580827,117.928963,30.520572,26.899907,7.988820,15.600009,0,0,9043.839844,876.869574,571.388855,47.706917,939.877460,0.676483,0.093154,0.078795,0.025836,0.061241,0.941176,0.378600,0.352941,0.000000,0.286810,1.000000,0.707718,0.823529,0.000000,0.266599,cross_scene
461.186127,337.136671,334.920685,164.519424,35.874701,5000,5000,68.470474,18.427869,16.249592,4.379117,8.825080,54010,247.086258,81.196700,73.546886,14.650102,35.600769,116.428108,30.060634,26.680429,6.755141,14.749508,0,0,8551.200195,791.533190,548.355621,35.235111,835.987057,0.667874,0.092246,0.078395,0.018921,0.060216,1.000000,0.362459,0.294118,0.000000,0.290914,1.000000,0.696106,0.823529,0.000000,0.263804,cross_subject
