protocol,scene,subject,action,idx,rgb_vk_path,mmwave_vk_path,mse,mae,mean_joint_error,max_joint_error,nme,pck05,pck10,bbox_diag
cross_scene,E01,S01,A01,0,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame001.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame001.npy,595.04766846,19.06205940,31.08093262,75.86091614,0.09663777,0.05882353,0.82352941,321.62304688
cross_scene,E01,S01,A01,5,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame006.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame006.npy,390.16943359,15.89077950,23.91422081,68.52995300,0.07492096,0.23529412,0.88235294,319.19265747
cross_scene,E01,S01,A01,10,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame011.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame011.npy,422.11218262,16.17747498,24.96012878,72.65851593,0.07836115,0.17647059,0.88235294,318.52682495
cross_scene,E01,S01,A01,15,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame016.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame016.npy,416.40856934,15.56330776,24.12631798,70.69064331,0.07532974,0.23529412,0.88235294,320.27615356
cross_scene,E01,S01,A01,20,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame021.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame021.npy,441.62768555,16.39750481,24.77472305,69.26597595,0.07807677,0.29411765,0.88235294,317.31234741
cross_scene,E01,S01,A01,25,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame026.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame026.npy,428.70874023,16.10389709,24.37275505,66.27526855,0.07647048,0.35294118,0.88235294,318.72109985
cross_scene,E01,S01,A01,30,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame031.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame031.npy,550.96307373,18.10439682,28.01633835,73.99044800,0.08749384,0.29411765,0.82352941,320.20925903
cross_scene,E01,S01,A01,35,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame036.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame036.npy,520.10443115,17.79251480,27.31954384,77.19981384,0.08514115,0.23529412,0.88235294,320.87356567
cross_scene,E01,S01,A01,40,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame041.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame041.npy,540.68737793,17.90674210,27.80560684,77.17100525,0.08921734,0.23529412,0.76470588,311.66146851
cross_scene,E01,S01,A01,45,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame046.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame046.npy,488.00912476,16.82124329,26.36646271,76.21873474,0.08425371,0.23529412,0.88235294,312.94128418
cross_scene,E01,S01,A01,50,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame051.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame051.npy,772.21398926,23.51398087,35.12738037,76.83690643,0.11147154,0.11764706,0.41176471,315.12420654
cross_scene,E01,S01,A01,55,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame056.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame056.npy,606.79089355,19.76451492,29.90012932,74.71037292,0.09374049,0.29411765,0.70588235,318.96707153
cross_scene,E01,S01,A01,60,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame061.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame061.npy,506.06124878,17.46959305,27.45306015,70.30722046,0.08545843,0.17647059,0.88235294,321.24459839
cross_scene,E01,S01,A01,65,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame066.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame066.npy,874.57281494,24.72486496,37.24584579,83.84352875,0.11581798,0.05882353,0.41176471,321.58950806
cross_scene,E01,S01,A01,70,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame071.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame071.npy,664.52655029,20.87676239,31.67035675,78.77970886,0.09850808,0.11764706,0.58823529,321.50009155
cross_scene,E01,S01,A01,75,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame076.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame076.npy,591.05047607,18.41553497,28.75494003,84.31285095,0.09012154,0.23529412,0.88235294,319.06845093
cross_scene,E01,S01,A01,80,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame081.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame081.npy,514.28576660,17.14412117,26.38762093,77.58030701,0.08347679,0.23529412,0.88235294,316.10726929
cross_scene,E01,S01,A01,85,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame086.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame086.npy,524.66168213,17.08559227,26.78902245,73.73544312,0.08456429,0.29411765,0.82352941,316.78881836
cross_scene,E01,S01,A01,90,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame091.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame091.npy,502.10559082,16.86128807,26.37998772,71.99531555,0.08311147,0.23529412,0.88235294,317.40490723
cross_scene,E01,S01,A01,95,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame096.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame096.npy,545.73797607,17.34728813,28.16516495,76.47415924,0.08861380,0.11764706,0.88235294,317.84173584
cross_scene,E01,S01,A01,100,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame101.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame101.npy,548.31683350,17.74262238,27.64460373,80.73033142,0.08692755,0.23529412,0.88235294,318.01889038
cross_scene,E01,S01,A01,105,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame106.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame106.npy,685.86645508,21.37332344,31.99574852,81.48040771,0.10070128,0.17647059,0.52941176,317.72930908
cross_scene,E01,S01,A01,110,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame111.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame111.npy,521.09570312,17.41419601,26.71803093,79.49342346,0.08471856,0.23529412,0.88235294,315.37399292
cross_scene,E01,S01,A01,115,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame116.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame116.npy,405.21270752,15.07554150,23.47693253,67.52309418,0.07393929,0.17647059,0.88235294,317.51632690
cross_scene,E01,S01,A01,120,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame121.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame121.npy,428.37271118,15.47861958,23.73366737,72.95550537,0.07505519,0.17647059,0.88235294,316.21618652
cross_scene,E01,S01,A01,125,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame126.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame126.npy,557.96960449,17.15996170,28.12246895,81.46729279,0.08880636,0.11764706,0.88235294,316.67178345
cross_scene,E01,S01,A01,130,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame131.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame131.npy,573.96105957,16.97486496,28.02050591,85.59711456,0.08778297,0.11764706,0.82352941,319.20205688
cross_scene,E01,S01,A01,135,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame136.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame136.npy,652.69348145,20.03845406,30.46126747,81.01441193,0.09555743,0.17647059,0.58823529,318.77444458
cross_scene,E01,S01,A01,140,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame141.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame141.npy,577.97943115,18.20490646,28.24457741,82.42620087,0.08934030,0.23529412,0.88235294,316.14599609
cross_scene,E01,S01,A01,145,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame146.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame146.npy,575.06402588,19.22032166,29.66097450,78.66922760,0.09384724,0.05882353,0.82352941,316.05590820
cross_scene,E01,S01,A01,150,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame151.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame151.npy,517.05426025,17.35688019,26.33133507,73.75052643,0.08399805,0.29411765,0.88235294,313.47555542
cross_scene,E01,S01,A01,155,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame156.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame156.npy,553.22973633,17.33836365,27.45624924,83.66227722,0.08737266,0.17647059,0.88235294,314.24301147
cross_scene,E01,S01,A01,160,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame161.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame161.npy,664.60894775,20.48495293,31.13955498,84.22891998,0.09795532,0.23529412,0.70588235,317.89550781
cross_scene,E01,S01,A01,165,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame166.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame166.npy,539.99798584,17.96302414,27.17845154,80.59185028,0.08604305,0.23529412,0.88235294,315.87039185
cross_scene,E01,S01,A01,170,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame171.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame171.npy,488.41412354,16.17867470,24.84819221,80.40001678,0.07947011,0.29411765,0.88235294,312.67343140
cross_scene,E01,S01,A01,175,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame176.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame176.npy,651.75299072,20.44334221,30.45548439,78.04255676,0.09768028,0.17647059,0.52941176,311.78744507
cross_scene,E01,S01,A01,180,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame181.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame181.npy,437.09625244,15.83368969,23.92391777,72.36972046,0.07631208,0.23529412,0.88235294,313.50103760
cross_scene,E01,S01,A01,185,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame186.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame186.npy,502.86627197,17.22448730,26.21282387,76.96062469,0.08360852,0.23529412,0.88235294,313.51855469
cross_scene,E01,S01,A01,190,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame191.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame191.npy,588.59057617,19.08506584,28.99768829,78.99896240,0.09191922,0.23529412,0.82352941,315.46926880
cross_scene,E01,S01,A01,195,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame196.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame196.npy,577.30841064,18.98302460,28.89134789,81.63625336,0.09121904,0.23529412,0.88235294,316.72497559
cross_scene,E01,S01,A01,200,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame201.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame201.npy,474.33813477,17.08663750,25.67505264,73.77722931,0.08105214,0.05882353,0.88235294,316.77203369
cross_scene,E01,S01,A01,205,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame206.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame206.npy,482.03176880,15.81524277,24.54687500,74.61936188,0.07736845,0.35294118,0.88235294,317.27239990
cross_scene,E01,S01,A01,210,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame211.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame211.npy,473.65332031,17.14457703,25.74061012,70.36457825,0.08113925,0.29411765,0.88235294,317.23992920
cross_scene,E01,S01,A01,215,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame216.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame216.npy,513.57318115,18.11617279,27.10399818,71.65922546,0.08584309,0.23529412,0.82352941,315.73883057
cross_scene,E01,S01,A01,220,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame221.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame221.npy,459.28558350,16.13516808,24.53758240,69.29644775,0.07777625,0.35294118,0.88235294,315.48941040
cross_scene,E01,S01,A01,225,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame226.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame226.npy,480.19421387,17.78999329,26.16542816,77.46246338,0.08328678,0.17647059,0.88235294,314.16064453
cross_scene,E01,S01,A01,230,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame231.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame231.npy,478.64895630,17.45470428,25.99783516,74.74009705,0.08241839,0.17647059,0.88235294,315.43731689
cross_scene,E01,S01,A01,235,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame236.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame236.npy,746.45037842,22.82394218,34.43317413,76.07734680,0.10952536,0.05882353,0.41176471,314.38540649
cross_scene,E01,S01,A01,240,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame241.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame241.npy,444.11206055,16.98891640,25.14318466,70.70601654,0.07975799,0.35294118,0.88235294,315.24346924
cross_scene,E01,S01,A01,245,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame246.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame246.npy,579.21765137,20.83173370,30.62078857,74.96749878,0.09749156,0.11764706,0.70588235,314.08654785
cross_scene,E01,S01,A01,250,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame251.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame251.npy,853.12744141,24.43691063,36.63005447,82.15242004,0.11650523,0.05882353,0.35294118,314.40695190
cross_scene,E01,S01,A01,255,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame256.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame256.npy,619.12829590,19.73246765,29.93920517,77.98661804,0.09591160,0.17647059,0.76470588,312.15417480
cross_scene,E01,S01,A01,260,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame261.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame261.npy,472.94604492,16.50694275,25.30921555,71.52271271,0.08268442,0.17647059,0.88235294,306.09414673
cross_scene,E01,S01,A01,265,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame266.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame266.npy,706.24267578,22.12728691,33.58503723,75.23912048,0.10875725,0.05882353,0.35294118,308.80734253
cross_scene,E01,S01,A01,270,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame271.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame271.npy,403.33071899,16.50212479,23.84255981,68.69927216,0.07622385,0.17647059,0.88235294,312.79660034
cross_scene,E01,S01,A01,275,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame276.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame276.npy,450.74127197,16.59016800,24.81345558,67.39328766,0.07906367,0.29411765,0.88235294,313.84143066
cross_scene,E01,S01,A01,280,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame281.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame281.npy,546.69818115,18.70159912,28.14284325,71.91932678,0.08965938,0.17647059,0.76470588,313.88623047
cross_scene,E01,S01,A01,285,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame286.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame286.npy,544.21051025,18.65960121,27.92914391,77.01016998,0.08943008,0.17647059,0.88235294,312.30145264
cross_scene,E01,S01,A01,290,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame291.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame291.npy,376.86709595,13.50886726,21.00232887,73.73104095,0.06686102,0.47058824,0.88235294,314.11920166
cross_scene,E01,S01,A01,295,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A01/rgb/frame296.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A01/frame296.npy,772.65777588,22.70529938,33.58717346,87.05663300,0.10742262,0.11764706,0.52941176,312.66387939
cross_scene,E01,S01,A02,3,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A02/rgb/frame004.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A02/frame004.npy,369.81988525,13.64399052,21.11120796,68.15303802,0.06304891,0.64705882,0.76470588,334.83859253
cross_scene,E01,S01,A02,8,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A02/rgb/frame009.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A02/frame009.npy,455.83370972,16.55054855,27.31443977,60.49135590,0.08064247,0.11764706,0.82352941,338.71035767
cross_scene,E01,S01,A02,13,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A02/rgb/frame014.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A02/frame014.npy,280.96609497,9.82127666,14.83099365,68.60880280,0.03797541,0.76470588,0.88235294,390.54202271
cross_scene,E01,S01,A02,18,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A02/rgb/frame019.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A02/frame019.npy,239.31115723,8.76006317,12.71948528,64.84012604,0.03268031,0.82352941,0.88235294,389.20950317
cross_scene,E01,S01,A02,23,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A02/rgb/frame024.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A02/frame024.npy,339.07315063,11.31473446,17.64882469,71.38194275,0.05351767,0.76470588,0.88235294,329.77566528
cross_scene,E01,S01,A02,28,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A02/rgb/frame029.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A02/frame029.npy,367.73382568,13.34406471,20.65883827,69.66482544,0.06144049,0.64705882,0.76470588,336.24142456
cross_scene,E01,S01,A02,33,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A02/rgb/frame034.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A02/frame034.npy,321.30157471,14.66289616,23.27424812,52.97244644,0.06908470,0.17647059,0.88235294,336.89440918
cross_scene,E01,S01,A02,38,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A02/rgb/frame039.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A02/frame039.npy,390.60617065,11.38836384,16.55695915,80.03401184,0.04140816,0.76470588,0.88235294,399.84774780
cross_scene,E01,S01,A02,43,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A02/rgb/frame044.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A02/frame044.npy,441.47625732,14.06247711,21.45738220,87.58104706,0.05650202,0.76470588,0.82352941,379.76309204
cross_scene,E01,S01,A02,48,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A02/rgb/frame049.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A02/frame049.npy,296.19155884,8.65381622,14.11037445,70.66956329,0.04194792,0.76470588,0.88235294,336.37838745
cross_scene,E01,S01,A02,53,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A02/rgb/frame054.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A02/frame054.npy,199.83816528,11.09469986,16.86502266,45.56206894,0.04848616,0.88235294,0.88235294,347.83166504
cross_scene,E01,S01,A02,58,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A02/rgb/frame059.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A02/frame059.npy,235.00640869,10.74489498,17.65900040,50.96311951,0.05121646,0.76470588,0.88235294,344.79150391
cross_scene,E01,S01,A02,63,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A02/rgb/frame064.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A02/frame064.npy,483.46121216,12.06925011,20.55445862,83.89684296,0.06285581,0.76470588,0.76470588,327.00967407
cross_scene,E01,S01,A02,68,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A02/rgb/frame069.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A02/frame069.npy,615.17822266,16.53062439,25.63288689,92.56622314,0.06454462,0.76470588,0.76470588,397.13433838
cross_scene,E01,S01,A02,73,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A02/rgb/frame074.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A02/frame074.npy,228.46493530,10.04229355,15.95183277,53.67556763,0.04195976,0.76470588,0.88235294,380.16979980
cross_scene,E01,S01,A02,78,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A02/rgb/frame079.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A02/frame079.npy,527.81610107,17.08102608,26.81955338,69.30528259,0.07975544,0.29411765,0.76470588,336.27239990
cross_scene,E01,S01,A02,83,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A02/rgb/frame084.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A02/frame084.npy,418.44198608,13.90930843,22.48527336,71.84387970,0.06705067,0.76470588,0.76470588,335.34747314
cross_scene,E01,S01,A02,88,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A02/rgb/frame089.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A02/frame089.npy,177.06245422,8.41515636,13.10353756,48.65132904,0.03888942,0.76470588,0.88235294,336.94351196
cross_scene,E01,S01,A02,93,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A02/rgb/frame094.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A02/frame094.npy,411.97143555,12.09533024,18.12055588,83.41227722,0.04497578,0.76470588,0.88235294,402.89587402
cross_scene,E01,S01,A02,98,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A02/rgb/frame099.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A02/frame099.npy,527.06225586,14.63109398,21.82431030,97.01855469,0.05535541,0.76470588,0.82352941,394.25796509
cross_scene,E01,S01,A02,103,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A02/rgb/frame104.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A02/frame104.npy,310.08520508,11.64253902,19.55338287,63.37545395,0.05931380,0.64705882,0.88235294,329.65991211
cross_scene,E01,S01,A02,108,/apps/users/icps_intelligence/data/lyg/code/MMFi_DATA/E01/S01/A02/rgb/frame109.npy,RGB-Subset-Fairness/outputs_mmwave_vk/generated_vk/cross_scene/E01/S01/A02/frame109.npy,145.91760254,8.53421307,14.48161602,39.06733704,0.04255923,0.88235294,0.88235294,340.26968384
