epoch,train_loss,val_loss,val_acc,val_macro_f1,best_acc,lr,params,student_modalities,drop_counts
28,4.715766428172588,NA,NA,NA,0.9612638733009103,0.0001,8606392,depth+lidar+mmwave,0/1/2
29,4.2379362459331755,NA,NA,NA,0.9612638733009103,0.0001,8606392,depth+lidar+mmwave,0/1/2
30,4.008016058050096,0.18453921593643796,0.9596738994887143,0.959556270132815,0.9612638733009103,0.0001,8606392,depth+lidar+mmwave,0/1/2
31,3.883429691955447,NA,NA,NA,0.9612638733009103,0.0001,8606392,depth+lidar+mmwave,0/1/2
32,4.871646297559142,NA,NA,NA,0.9612638733009103,0.0001,8606392,depth+lidar+mmwave,0/1/2
33,3.4071947534903884,NA,NA,NA,0.9612638733009103,0.0001,8606392,depth+lidar+mmwave,0/1/2
34,3.6970969770625235,NA,NA,NA,0.9612638733009103,0.0001,8606392,depth+lidar+mmwave,0/1/2
35,4.2332227854430675,0.19011494665066198,0.9582553934405786,0.9581415156967799,0.9612638733009103,0.0001,8606392,depth+lidar+mmwave,0/1/2
36,3.7047050287425516,NA,NA,NA,0.9612638733009103,0.0001,8606392,depth+lidar+mmwave,0/1/2
37,4.391798839434982,NA,NA,NA,0.9612638733009103,0.0001,8606392,depth+lidar+mmwave,0/1/2
38,4.071422429233789,NA,NA,NA,0.9612638733009103,0.0001,8606392,depth+lidar+mmwave,0/1/2
39,3.8626992857679725,NA,NA,NA,0.9612638733009103,0.0001,8606392,depth+lidar+mmwave,0/1/2
40,4.815300558313727,0.202333728220125,0.9559327846364883,0.9556565998108487,0.9612638733009103,0.0001,8606392,depth+lidar+mmwave,0/1/2
41,3.6570548768416047,NA,NA,NA,0.9612638733009103,0.0001,8606392,depth+lidar+mmwave,0/1/2
42,3.60667093911767,NA,NA,NA,0.9612638733009103,0.0001,8606392,depth+lidar+mmwave,0/1/2
43,3.394796899434179,NA,NA,NA,0.9612638733009103,0.0001,8606392,depth+lidar+mmwave,0/1/2
44,3.9989195049479602,NA,NA,NA,0.9612638733009103,0.0001,8606392,depth+lidar+mmwave,0/1/2
45,3.933080111607909,0.2105683220168685,0.9572889387704202,0.9570736212123341,0.9612638733009103,0.0001,8606392,depth+lidar+mmwave,0/1/2
46,4.09435252707079,NA,NA,NA,0.9612638733009103,0.0001,8606392,depth+lidar+mmwave,0/1/2
47,3.4782762813791632,NA,NA,NA,0.9612638733009103,0.0001,8606392,depth+lidar+mmwave,0/1/2
48,3.9220173355042935,NA,NA,NA,0.9612638733009103,0.0001,8606392,depth+lidar+mmwave,0/1/2
49,4.111696691423655,NA,NA,NA,0.9612638733009103,0.0001,8606392,depth+lidar+mmwave,0/1/2
50,3.7441463598832487,0.1913639166417791,0.9593465519391445,0.9591163127379283,0.9612638733009103,0.0001,8606392,depth+lidar+mmwave,0/1/2
