index,name,title,project,kind,status,reason,returncode,seconds,outputs,log
1,hpe_no_random_train,HPE | Student-VK training without random missing-modality sampling,HPE,train,dry_run,,0,0.000,E:\Deskbook\Tea\HPE\outputs\final_supplement\student_vk_no_random_missing\best.pth,E:\Deskbook\Tea\HPE\outputs\final_supplement_runs\20260629_220442\logs\01_hpe_no_random_train.log
2,hpe_no_random_eval31,HPE | Student-VK no-random 31-combination evaluation,HPE,eval,skipped,missing_required=E:\Deskbook\Tea\HPE\outputs\final_supplement\student_vk_no_random_missing\best.pth,0,0.000,E:\Deskbook\Tea\HPE\outputs\eval\final_student_vk_no_random_all_combinations.csv,E:\Deskbook\Tea\HPE\outputs\final_supplement_runs\20260629_220442\logs\02_hpe_no_random_eval31.log
5,hpe_output_kd_eval31,HPE | output-KD 31-combination evaluation,HPE,eval,skipped,missing_required=E:\Deskbook\Tea\HPE\outputs\ablation\output_kd\best.pth,0,0.000,E:\Deskbook\Tea\HPE\outputs\eval\final_ablation_output_kd_all_combinations.csv,E:\Deskbook\Tea\HPE\outputs\final_supplement_runs\20260629_220442\logs\05_hpe_output_kd_eval31.log
6,hpe_full_structural_kd_eval31,HPE | full-structural-KD 31-combination evaluation,HPE,eval,skipped,missing_required=E:\Deskbook\Tea\HPE\outputs\ablation\full_structural_kd\best.pth,0,0.000,E:\Deskbook\Tea\HPE\outputs\eval\final_ablation_full_structural_kd_all_combinations.csv,E:\Deskbook\Tea\HPE\outputs\final_supplement_runs\20260629_220442\logs\06_hpe_full_structural_kd_eval31.log
