index,name,status,reason,returncode,seconds,outputs
1,temporal_mmwave_vk_generator_cross_scene,dry_run,,0,0.000,E:\Deskbook\Tea\RGB-Subset-Fairness\outputs_mmwave_vk_v2_temporal\generators_temporal\cross_scene\best.pth;E:\Deskbook\Tea\RGB-Subset-Fairness\outputs_mmwave_vk_v2_temporal\generators_temporal\cross_scene\export_complete.json
2,temporal_mmwave_vk_generator_cross_subject,dry_run,,0,0.000,E:\Deskbook\Tea\RGB-Subset-Fairness\outputs_mmwave_vk_v2_temporal\generators_temporal\cross_subject\best.pth;E:\Deskbook\Tea\RGB-Subset-Fairness\outputs_mmwave_vk_v2_temporal\generators_temporal\cross_subject\export_complete.json
